城市名,运营商名,3位数号段,7位数号段
武汉,中国移动,136,1361864
武汉,中国移动,136,1362863
武汉,中国移动,136,1362710
武汉,中国移动,136,1365980
武汉,中国移动,136,1366710
武汉,中国移动,136,1361862
武汉,中国移动,136,1363863
武汉,中国移动,136,1365724
武汉,中国移动,136,1366716
武汉,中国移动,136,1360719
武汉,中国移动,136,1362865
武汉,中国移动,136,1361860
武汉,中国移动,136,1366726
武汉,中国移动,136,1362728
武汉,中国移动,136,1364723
武汉,中国移动,136,1365985
武汉,中国移动,136,1362714
武汉,中国移动,136,1365722
武汉,中国移动,136,1362713
武汉,中国移动,136,1366729
武汉,中国移动,136,1366720
武汉,中国移动,136,1360711
武汉,中国移动,136,1360710
武汉,中国移动,136,1360716
武汉,中国移动,136,1362869
武汉,中国移动,136,1364722
武汉,中国移动,136,1365981
武汉,中国移动,136,1360713
武汉,中国移动,136,1362868
武汉,中国移动,136,1362867
武汉,中国移动,136,1365729
武汉,中国移动,136,1360712
武汉,中国移动,136,1360718
武汉,中国移动,136,1366727
武汉,中国移动,136,1369732
武汉,中国移动,136,1365721
武汉,中国移动,136,1365988
武汉,中国移动,136,1362720
武汉,中国移动,136,1366723
武汉,中国移动,136,1366711
武汉,中国移动,136,1366722
武汉,中国移动,136,1361861
武汉,中国移动,136,1366721
武汉,中国移动,136,1363862
武汉,中国移动,136,1365726
武汉,中国移动,136,1365982
武汉,中国移动,136,1363867
武汉,中国移动,136,1363861
武汉,中国移动,136,1362724
武汉,中国移动,136,1363864
武汉,中国移动,136,1366712
武汉,中国移动,136,1365984
武汉,中国移动,136,1366719
武汉,中国移动,136,1363865
武汉,中国移动,136,1366715
武汉,中国移动,136,1360715
武汉,中国移动,136,1361866
武汉,中国移动,136,1366714
武汉,中国移动,136,1360714
武汉,中国移动,136,1365989
武汉,中国移动,136,1364720
武汉,中国移动,136,1369734
武汉,中国移动,136,1365727
武汉,中国移动,136,1362864
武汉,中国移动,137,1372027
武汉,中国移动,137,1370716
武汉,中国移动,137,1379702
武汉,中国移动,137,1370713
武汉,中国移动,137,1370711
武汉,中国移动,137,1370715
武汉,中国移动,137,1370719
武汉,中国移动,137,1372014
武汉,中国移动,137,1372021
武汉,中国移动,137,1372033
武汉,中国移动,137,1372034
武汉,中国移动,137,1372028
武汉,中国移动,137,1372017
武汉,中国移动,137,1372026
武汉,中国移动,137,1372022
武汉,中国移动,137,1379703
武汉,中国移动,137,1374071
武汉,中国移动,137,1379701
武汉,中国移动,137,1372035
武汉,中国移动,137,1372013
武汉,中国移动,137,1379708
武汉,中国移动,137,1370712
武汉,中国移动,137,1370710
武汉,中国移动,137,1372023
武汉,中国移动,137,1372012
武汉,中国移动,137,1372015
武汉,中国移动,137,1370717
武汉,中国移动,137,1374072
武汉,中国移动,137,1372037
武汉,中国移动,137,1379700
武汉,中国移动,137,1372011
武汉,中国移动,137,1372019
武汉,中国移动,137,1372031
武汉,中国移动,137,1379706
武汉,中国移动,137,1372018
武汉,中国移动,137,1372030
武汉,中国移动,137,1372032
武汉,中国移动,137,1372010
武汉,中国移动,137,1372038
武汉,中国移动,137,1379705
武汉,中国移动,137,1379704
武汉,中国移动,137,1372029
武汉,中国移动,137,1379707
武汉,中国移动,137,1372016
武汉,中国移动,137,1372024
武汉,中国移动,137,1370718
武汉,中国移动,137,1372039
武汉,中国移动,137,1372036
武汉,中国移动,137,1372020
武汉,中国移动,137,1372025
武汉,中国移动,137,1370714
武汉,中国移动,137,1379709
武汉,中国移动,138,1387143
武汉,中国移动,138,1380026
武汉,中国移动,138,1388617
武汉,中国移动,138,1380027
武汉,中国移动,138,1388608
武汉,中国移动,138,1387106
武汉,中国移动,138,1387142
武汉,中国移动,138,1387149
武汉,中国移动,138,1387135
武汉,中国移动,138,1380716
武汉,中国移动,138,1388611
武汉,中国移动,138,1387136
武汉,中国移动,138,1388600
武汉,中国移动,138,1387151
武汉,中国移动,138,1387100
武汉,中国移动,138,1388602
武汉,中国移动,138,1387119
武汉,中国移动,138,1387158
武汉,中国移动,138,1387133
武汉,中国移动,138,1387117
武汉,中国移动,138,1380710
武汉,中国移动,138,1387113
武汉,中国移动,138,1387150
武汉,中国移动,138,1380718
武汉,中国移动,138,1387147
武汉,中国移动,138,1387141
武汉,中国移动,138,1387108
武汉,中国移动,138,1387123
武汉,中国移动,138,1387138
武汉,中国移动,138,1388612
武汉,中国移动,138,1388619
武汉,中国移动,138,1387156
武汉,中国移动,138,1387124
武汉,中国移动,138,1388610
武汉,中国移动,138,1380862
武汉,中国移动,138,1380715
武汉,中国移动,138,1388618
武汉,中国移动,138,1387130
武汉,中国移动,138,1387122
武汉,中国移动,138,1380864
武汉,中国移动,138,1387118
武汉,中国移动,138,1387137
武汉,中国移动,138,1387148
武汉,中国移动,138,1387105
武汉,中国移动,138,1387120
武汉,中国移动,138,1380863
武汉,中国移动,138,1387109
武汉,中国移动,138,1387116
武汉,中国移动,138,1387153
武汉,中国移动,138,1388601
武汉,中国移动,138,1387102
武汉,中国移动,138,1380713
武汉,中国移动,138,1387145
武汉,中国移动,138,1388616
武汉,中国移动,138,1387128
武汉,中国移动,138,1380719
武汉,中国移动,138,1380717
武汉,中国移动,138,1387157
武汉,中国移动,138,1387134
武汉,中国移动,138,1387154
武汉,中国移动,138,1387125
武汉,中国移动,138,1380711
武汉,中国移动,138,1380714
武汉,中国移动,138,1387146
武汉,中国移动,138,1380865
武汉,中国移动,138,1387159
武汉,中国移动,138,1388604
武汉,中国移动,138,1388613
武汉,中国移动,138,1387121
武汉,中国移动,138,1387126
武汉,中国移动,138,1387101
武汉,中国移动,138,1380868
武汉,中国移动,138,1387127
武汉,中国移动,138,1387140
武汉,中国移动,138,1387155
武汉,中国移动,138,1388614
武汉,中国移动,138,1387110
武汉,中国移动,138,1380869
武汉,中国移动,138,1380866
武汉,中国移动,138,1387144
武汉,中国移动,138,1387139
武汉,中国移动,138,1387115
武汉,中国移动,138,1388609
武汉,中国移动,138,1387103
武汉,中国移动,138,1387152
武汉,中国移动,138,1387107
武汉,中国移动,138,1380861
武汉,中国移动,138,1380867
武汉,中国移动,138,1388606
武汉,中国移动,138,1388605
武汉,中国移动,138,1387132
武汉,中国移动,138,1387104
武汉,中国移动,138,1388603
武汉,中国移动,138,1387114
武汉,中国移动,138,1387129
武汉,中国移动,138,1388615
武汉,中国移动,138,1388607
武汉,中国移动,138,1380860
武汉,中国移动,138,1380712
武汉,中国移动,138,1387112
武汉,中国移动,138,1380074
武汉,中国移动,138,1387131
武汉,中国移动,138,1387111
武汉,中国移动,139,1397156
武汉,中国移动,139,1398606
武汉,中国移动,139,1390711
武汉,中国移动,139,1399562
武汉,中国移动,139,1398611
武汉,中国移动,139,1398624
武汉,中国移动,139,1397139
武汉,中国移动,139,1397150
武汉,中国移动,139,1398626
武汉,中国移动,139,1397161
武汉,中国移动,139,1399569
武汉,中国移动,139,1397142
武汉,中国移动,139,1397143
武汉,中国移动,139,1390071
武汉,中国移动,139,1397165
武汉,中国移动,139,1398604
武汉,中国移动,139,1397140
武汉,中国移动,139,1397160
武汉,中国移动,139,1399552
武汉,中国移动,139,1390864
武汉,中国移动,139,1390718
武汉,中国移动,139,1398602
武汉,中国移动,139,1398612
武汉,中国移动,139,1399566
武汉,中国移动,139,1398627
武汉,中国移动,139,1397102
武汉,中国移动,139,1397108
武汉,中国移动,139,1397101
武汉,中国移动,139,1397117
武汉,中国移动,139,1398621
武汉,中国移动,139,1398628
武汉,中国移动,139,1397133
武汉,中国移动,139,1398620
武汉,中国移动,139,1397132
武汉,中国移动,139,1390714
武汉,中国移动,139,1397120
武汉,中国移动,139,1397119
武汉,中国移动,139,1399558
武汉,中国移动,139,1397115
武汉,中国移动,139,1397131
武汉,中国移动,139,1390716
武汉,中国移动,139,1397146
武汉,中国移动,139,1397169
武汉,中国移动,139,1398608
武汉,中国移动,139,1390715
武汉,中国移动,139,1399554
武汉,中国移动,139,1398603
武汉,中国移动,139,1397104
武汉,中国移动,139,1398600
武汉,中国移动,139,1399565
武汉,中国移动,139,1397109
武汉,中国移动,139,1399561
武汉,中国移动,139,1398616
武汉,中国移动,139,1398619
武汉,中国移动,139,1398629
武汉,中国移动,139,1398623
武汉,中国移动,139,1390712
武汉,中国移动,139,1398617
武汉,中国移动,139,1397114
武汉,中国移动,139,1397127
武汉,中国移动,139,1398618
武汉,中国移动,139,1397111
武汉,中国移动,139,1397126
武汉,中国移动,139,1399560
武汉,中国移动,139,1397163
武汉,中国移动,139,1397125
武汉,中国移动,139,1399555
武汉,中国移动,139,1397137
武汉,中国移动,139,1399563
武汉,中国移动,139,1398613
武汉,中国移动,139,1397148
武汉,中国移动,139,1397166
武汉,中国移动,139,1397130
武汉,中国移动,139,1390710
武汉,中国移动,139,1398605
武汉,中国移动,139,1399567
武汉,中国移动,139,1397151
武汉,中国移动,139,1398615
武汉,中国移动,139,1398607
武汉,中国移动,139,1390713
武汉,中国移动,139,1397100
武汉,中国移动,139,1390865
武汉,中国移动,139,1397107
武汉,中国移动,139,1397122
武汉,中国移动,139,1399559
武汉,中国移动,139,1397144
武汉,中国移动,139,1399557
武汉,中国移动,139,1399550
武汉,中国移动,139,1397158
武汉,中国移动,139,1397129
武汉,中国移动,139,1390862
武汉,中国移动,139,1397134
武汉,中国移动,139,1397168
武汉,中国移动,139,1397155
武汉,中国移动,139,1397153
武汉,中国移动,139,1397121
武汉,中国移动,139,1397152
武汉,中国移动,139,1398601
武汉,中国移动,139,1397128
武汉,中国移动,139,1397157
武汉,中国移动,139,1397141
武汉,中国移动,139,1390719
武汉,中国移动,139,1399551
武汉,中国移动,139,1399553
武汉,中国移动,139,1397136
武汉,中国移动,139,1397113
武汉,中国移动,139,1397145
武汉,中国移动,139,1399556
武汉,中国移动,139,1390863
武汉,中国移动,139,1397167
武汉,中国移动,139,1397164
武汉,中国移动,139,1397118
武汉,中国移动,139,1397106
武汉,中国移动,139,1397154
武汉,中国移动,139,1397105
武汉,中国移动,139,1397124
武汉,中国移动,139,1397135
武汉,中国移动,139,1390717
武汉,中国移动,139,1397110
武汉,中国移动,139,1397116
武汉,中国移动,139,1398622
武汉,中国移动,139,1397138
武汉,中国移动,139,1398614
武汉,中国移动,139,1399568
武汉,中国移动,139,1399564
武汉,中国移动,139,1398609
武汉,中国移动,139,1397112
武汉,中国移动,139,1397123
武汉,中国移动,139,1398610
武汉,中国移动,139,1397147
武汉,中国移动,139,1397149
武汉,中国移动,139,1397162
武汉,中国移动,139,1398625
武汉,中国移动,139,1397103
武汉,中国移动,139,1397159
武汉,中国移动,147,1470712
武汉,中国移动,147,1470275
武汉,中国移动,147,1470278
武汉,中国移动,147,1470711
武汉,中国移动,147,1476699
武汉,中国移动,147,1470279
武汉,中国移动,147,1470273
武汉,中国移动,147,1476696
武汉,中国移动,147,1470274
武汉,中国移动,147,1477166
武汉,中国移动,147,1476688
武汉,中国移动,147,1470270
武汉,中国移动,147,1470277
武汉,中国移动,147,1476558
武汉,中国移动,147,1470714
武汉,中国移动,147,1476564
武汉,中国移动,147,1477165
武汉,中国移动,147,1477167
武汉,中国移动,147,1477160
武汉,中国移动,147,1477161
武汉,中国移动,147,1476559
武汉,中国移动,147,1477162
武汉,中国移动,147,1477164
武汉,中国移动,147,1470271
武汉,中国移动,147,1476561
武汉,中国移动,147,1477169
武汉,中国移动,147,1476560
武汉,中国移动,147,1476695
武汉,中国移动,147,1476697
武汉,中国移动,147,1476698
武汉,中国移动,147,1477163
武汉,中国移动,147,1470272
武汉,中国移动,147,1470710
武汉,中国移动,147,1476563
武汉,中国移动,147,1470713
武汉,中国移动,147,1476689
武汉,中国移动,147,1477168
武汉,中国移动,147,1470276
武汉,中国移动,150,1500272
武汉,中国移动,150,1500274
武汉,中国移动,150,1500270
武汉,中国移动,150,1507114
武汉,中国移动,150,1507127
武汉,中国移动,150,1507234
武汉,中国移动,150,1507124
武汉,中国移动,150,1507146
武汉,中国移动,150,1507235
武汉,中国移动,150,1507137
武汉,中国移动,150,1507233
武汉,中国移动,150,1507116
武汉,中国移动,150,1500716
武汉,中国移动,150,1507109
武汉,中国移动,150,1507130
武汉,中国移动,150,1507149
武汉,中国移动,150,1507243
武汉,中国移动,150,1507100
武汉,中国移动,150,1507112
武汉,中国移动,150,1507239
武汉,中国移动,150,1507136
武汉,中国移动,150,1500712
武汉,中国移动,150,1507140
武汉,中国移动,150,1507145
武汉,中国移动,150,1507244
武汉,中国移动,150,1507115
武汉,中国移动,150,1507121
武汉,中国移动,150,1507148
武汉,中国移动,150,1507117
武汉,中国移动,150,1507231
武汉,中国移动,150,1507238
武汉,中国移动,150,1507105
武汉,中国移动,150,1507120
武汉,中国移动,150,1500718
武汉,中国移动,150,1507118
武汉,中国移动,150,1507138
武汉,中国移动,150,1507106
武汉,中国移动,150,1507142
武汉,中国移动,150,1507249
武汉,中国移动,150,1507122
武汉,中国移动,150,1507104
武汉,中国移动,150,1500710
武汉,中国移动,150,1507102
武汉,中国移动,150,1507101
武汉,中国移动,150,1507128
武汉,中国移动,150,1507144
武汉,中国移动,150,1507230
武汉,中国移动,150,1507133
武汉,中国移动,150,1500713
武汉,中国移动,150,1500714
武汉,中国移动,150,1500278
武汉,中国移动,150,1507131
武汉,中国移动,150,1507132
武汉,中国移动,150,1500715
武汉,中国移动,150,1507240
武汉,中国移动,150,1500279
武汉,中国移动,150,1507236
武汉,中国移动,150,1507111
武汉,中国移动,150,1507141
武汉,中国移动,150,1507113
武汉,中国移动,150,1507110
武汉,中国移动,150,1507119
武汉,中国移动,150,1500271
武汉,中国移动,150,1500711
武汉,中国移动,150,1507126
武汉,中国移动,150,1507247
武汉,中国移动,150,1500273
武汉,中国移动,150,1500275
武汉,中国移动,150,1507123
武汉,中国移动,150,1507245
武汉,中国移动,150,1507108
武汉,中国移动,150,1507232
武汉,中国移动,150,1507147
武汉,中国移动,150,1500717
武汉,中国移动,150,1507134
武汉,中国移动,150,1500719
武汉,中国移动,150,1507139
武汉,中国移动,150,1507237
武汉,中国移动,150,1507143
武汉,中国移动,150,1507107
武汉,中国移动,150,1507135
武汉,中国移动,150,1500277
武汉,中国移动,150,1507246
武汉,中国移动,150,1500276
武汉,中国移动,150,1507248
武汉,中国移动,150,1507241
武汉,中国移动,150,1507129
武汉,中国移动,150,1507103
武汉,中国移动,150,1507125
武汉,中国移动,150,1507242
武汉,中国移动,151,1510272
武汉,中国移动,151,1510276
武汉,中国移动,151,1510273
武汉,中国移动,151,1510716
武汉,中国移动,151,1510713
武汉,中国移动,151,1517243
武汉,中国移动,151,1517253
武汉,中国移动,151,1510711
武汉,中国移动,151,1517144
武汉,中国移动,151,1517244
武汉,中国移动,151,1510715
武汉,中国移动,151,1517247
武汉,中国移动,151,1517235
武汉,中国移动,151,1510278
武汉,中国移动,151,1517141
武汉,中国移动,151,1517246
武汉,中国移动,151,1517239
武汉,中国移动,151,1517234
武汉,中国移动,151,1510710
武汉,中国移动,151,1517232
武汉,中国移动,151,1517252
武汉,中国移动,151,1517248
武汉,中国移动,151,1510714
武汉,中国移动,151,1517245
武汉,中国移动,151,1517236
武汉,中国移动,151,1510275
武汉,中国移动,151,1510277
武汉,中国移动,151,1517237
武汉,中国移动,151,1517150
武汉,中国移动,151,1517142
武汉,中国移动,151,1517233
武汉,中国移动,151,1517145
武汉,中国移动,151,1517251
武汉,中国移动,151,1517231
武汉,中国移动,151,1517249
武汉,中国移动,151,1510271
武汉,中国移动,151,1517241
武汉,中国移动,151,1517254
武汉,中国移动,151,1517143
武汉,中国移动,151,1517146
武汉,中国移动,151,1510270
武汉,中国移动,151,1510719
武汉,中国移动,151,1517147
武汉,中国移动,151,1510717
武汉,中国移动,151,1510718
武汉,中国移动,151,1517238
武汉,中国移动,151,1510279
武汉,中国移动,151,1510712
武汉,中国移动,151,1517242
武汉,中国移动,151,1517240
武汉,中国移动,151,1510274
武汉,中国移动,151,1517149
武汉,中国移动,151,1517250
武汉,中国移动,151,1517148
武汉,中国移动,152,1520274
武汉,中国移动,152,1527185
武汉,中国移动,152,1527190
武汉,中国移动,152,1527187
武汉,中国移动,152,1520719
武汉,中国移动,152,1520270
武汉,中国移动,152,1520273
武汉,中国移动,152,1527181
武汉,中国移动,152,1527183
武汉,中国移动,152,1520716
武汉,中国移动,152,1520711
武汉,中国移动,152,1520271
武汉,中国移动,152,1527191
武汉,中国移动,152,1520272
武汉,中国移动,152,1520712
武汉,中国移动,152,1520713
武汉,中国移动,152,1527180
武汉,中国移动,152,1527194
武汉,中国移动,152,1520714
武汉,中国移动,152,1527186
武汉,中国移动,152,1527192
武汉,中国移动,152,1520710
武汉,中国移动,152,1527182
武汉,中国移动,152,1520278
武汉,中国移动,152,1527188
武汉,中国移动,152,1520717
武汉,中国移动,152,1520715
武汉,中国移动,152,1527193
武汉,中国移动,152,1520718
武汉,中国移动,152,1520279
武汉,中国移动,152,1527184
武汉,中国移动,152,1520276
武汉,中国移动,152,1527189
武汉,中国移动,152,1520275
武汉,中国移动,152,1520277
武汉,中国移动,157,1577102
武汉,中国移动,157,1577104
武汉,中国移动,157,1579994
武汉,中国移动,157,1572706
武汉,中国移动,157,1571714
武汉,中国移动,157,1571711
武汉,中国移动,157,1579701
武汉,中国移动,157,1579745
武汉,中国移动,157,1571718
武汉,中国移动,157,1571713
武汉,中国移动,157,1572703
武汉,中国移动,157,1572704
武汉,中国移动,157,1571715
武汉,中国移动,157,1579987
武汉,中国移动,157,1579991
武汉,中国移动,157,1571716
武汉,中国移动,157,1579986
武汉,中国移动,157,1579990
武汉,中国移动,157,1571712
武汉,中国移动,157,1572707
武汉,中国移动,157,1579706
武汉,中国移动,157,1572700
武汉,中国移动,157,1572705
武汉,中国移动,157,1579704
武汉,中国移动,157,1572702
武汉,中国移动,157,1579705
武汉,中国移动,157,1579985
武汉,中国移动,157,1579702
武汉,中国移动,157,1579707
武汉,中国移动,157,1579744
武汉,中国移动,157,1579708
武汉,中国移动,157,1579746
武汉,中国移动,157,1579989
武汉,中国移动,157,1579992
武汉,中国移动,157,1579703
武汉,中国移动,157,1577103
武汉,中国移动,157,1579988
武汉,中国移动,157,1579993
武汉,中国移动,157,1571710
武汉,中国移动,157,1571719
武汉,中国移动,157,1571717
武汉,中国移动,157,1572701
武汉,中国移动,157,1579700
武汉,中国移动,158,1582738
武汉,中国移动,158,1587142
武汉,中国移动,158,1580273
武汉,中国移动,158,1582743
武汉,中国移动,158,1582725
武汉,中国移动,158,1587237
武汉,中国移动,158,1587172
武汉,中国移动,158,1582752
武汉,中国移动,158,1587170
武汉,中国移动,158,1582716
武汉,中国移动,158,1580276
武汉,中国移动,158,1580271
武汉,中国移动,158,1582704
武汉,中国移动,158,1582756
武汉,中国移动,158,1582721
武汉,中国移动,158,1587175
武汉,中国移动,158,1587238
武汉,中国移动,158,1582744
武汉,中国移动,158,1587147
武汉,中国移动,158,1582747
武汉,中国移动,158,1580711
武汉,中国移动,158,1582754
武汉,中国移动,158,1582727
武汉,中国移动,158,1587138
武汉,中国移动,158,1582749
武汉,中国移动,158,1587243
武汉,中国移动,158,1580277
武汉,中国移动,158,1582742
武汉,中国移动,158,1587235
武汉,中国移动,158,1587148
武汉,中国移动,158,1582748
武汉,中国移动,158,1582737
武汉,中国移动,158,1582745
武汉,中国移动,158,1582753
武汉,中国移动,158,1582712
武汉,中国移动,158,1582728
武汉,中国移动,158,1587149
武汉,中国移动,158,1582751
